,population,income,house_value,rent,tract,unemployment,poverty
0,2871,33101,214700,925,08101003004,0.08,0.06
1,1865,25523,131900,740,08101003103,0.06,0.21
2,2071,14446,79100,644,08101000600,0.2,0.36
3,2184,25597,117400,678,08101001500,0.05,0.25
4,3087,18881,76200,801,08101002000,0.13,0.36
5,4362,26920,159300,913,08101002807,0.09,0.12
6,1958,18125,79300,823,08101000200,0.1,0.24
7,6040,22438,126300,674,08101000902,0.14,0.24
8,1347,20487,105100,619,08101001900,0.07,0.23
9,2238,28472,169900,1068,08101003104,0.07,0.12
10,2384,14021,63500,850,08101001100,0.16,0.54
11,6481,33695,167700,1031,08101002903,0.09,0.19
12,3470,26263,167100,727,08101003200,0.08,0.2
13,4469,23353,141700,676,08101001700,0.06,0.13
14,2232,18984,166100,661,08101000905,0.09,0.23
15,4213,31209,225800,1194,08059012047,0.06,0.05
16,3982,47798,355800,1750,08059012049,0.03,0.02
17,3905,50379,485400,1470,08059012050,0.04,0.06
18,5349,38210,250900,1619,08059012052,0.04,0.04
19,4047,40391,388100,1292,08059012054,0.04,0.03
20,5764,40914,315200,1397,08059012043,0.04,0.04
21,4024,50633,371100,1197,08059012058,0.03,0.02
22,3054,47955,399700,891,08059010504,0.06,0.01
23,5718,14321,448300,1061,08059010000,0.04,0.16
24,3450,30216,294100,787,08059010211,0.1,0.12
25,4352,41752,291900,1110,08059011712,0.06,0.05
26,5348,49667,418800,1889,08059011724,0.05,0.03
27,3250,44901,401100,1169,08059012027,0.05,0.05
28,2601,39904,444600,1950,08059012032,0.07,0.07
29,2776,52582,393900,1263,08059012033,0.05,0.02
30,2704,30471,226700,1280,08059009832,0.07,0.06
31,6023,34201,248400,1256,08059009833,0.08,0.08
32,3990,36628,273800,1889,08059009840,0.04,0.02
33,2528,23787,233900,839,08059010902,0.06,0.14
34,5365,33858,280300,1183,08059010303,0.02,0.05
35,5798,38259,257500,1387,08059010308,0.02,0.08
36,4207,32141,276600,799,08059010701,0.03,0.06
37,2727,42844,355600,1188,08059011721,0.03,0.06
38,5829,46301,359500,1249,08059012022,0.05,0.05
39,4182,41439,400500,1220,08059012031,0.07,0.08
40,5675,39755,240300,1383,08059012039,0.02,0.03
41,3805,45671,328100,1428,08059012044,0.03,0.04
42,4135,36005,276400,1508,08059012053,0.06,0.08
43,5716,45712,273200,1307,08059012057,0.03,0.02
44,5507,40639,270300,1766,08059009828,0.07,0.04
45,5639,23496,-666666666,1933,08041004402,0.05,0.0
46,1252,28870,-666666666,1471,08041004403,0.05,0.03
47,8697,37892,225600,1459,08041004510,0.08,0.05
48,1387,33162,487500,1155,08037000600,0.02,0.09
49,1552,23481,231900,793,08037000100,0.09,0.16
50,5085,32918,181700,837,08065961700,0.04,0.09
51,4010,30813,391700,959,08067970900,0.04,0.09
52,9178,36355,284400,1247,08067970600,0.04,0.06
53,6182,28761,234400,947,08067940300,0.06,0.1
54,7039,24713,392700,1162,08067970800,0.05,0.09
55,3099,32559,395200,1168,08067971000,0.03,0.08
56,4607,21455,378500,1100,08067971100,0.08,0.26
57,4957,33383,369300,1582,08067970701,0.04,0.08
58,2887,36497,244000,1235,08081000300,0.02,0.06
59,4348,21481,169900,599,08081000400,0.06,0.18
60,4337,27199,143200,738,08081000500,0.03,0.08
61,7631,32179,546400,1181,08097000100,0.04,0.1
62,2046,15573,82900,585,08105976800,0.12,0.3
63,4987,19005,112900,571,08105976700,0.1,0.2
64,4004,19194,171800,740,08123000402,0.12,0.18
65,4257,28275,174100,789,08123001100,0.03,0.13
66,2325,12131,76500,651,08123000100,0.08,0.42
67,1464,21725,83700,740,08123000701,0.2,0.25
68,3822,40247,253200,1288,08093000200,0.01,0.01
69,2377,24627,214400,975,08093000500,0.06,0.11
70,5926,33839,255300,1104,08093000100,0.06,0.04
71,3368,19841,173100,731,08109977600,0.12,0.22
72,2887,17956,85800,506,08109977700,0.03,0.23
73,5880,31871,289900,1307,08077001402,0.06,0.04
74,2375,19074,230600,604,08077000200,0.06,0.29
75,4804,32102,187900,1168,08077001102,0.07,0.12
76,2277,33979,367100,1198,08077001200,0.06,0.06
77,5732,22396,120100,763,08077001705,0.1,0.24
78,3176,26156,254100,908,08077001800,0.07,0.17
79,8787,28520,154200,1197,08077000800,0.11,0.16
80,6710,26549,262400,1092,08077001002,0.08,0.11
81,4565,34435,206100,1110,08059009834,0.07,0.04
82,5903,31789,231200,1372,08059010208,0.11,0.1
83,6558,30091,217600,1179,08059010209,0.07,0.08
84,2568,23795,136600,884,08059010406,0.03,0.16
85,5406,35075,307700,889,08059010502,0.07,0.09
86,6306,21813,237900,871,08059011550,0.09,0.25
87,4269,22111,234000,818,08059011601,0.1,0.29
88,6213,42592,371600,1353,08059011726,0.06,0.04
89,3614,36427,312800,1661,08059011727,0.04,0.03
90,3763,42708,296100,1911,08059009835,0.08,0.05
91,5584,41049,406600,1059,08059009808,0.04,0.08
92,5100,39127,251700,1585,08059009824,0.06,0.04
93,2414,26296,-666666666,1190,08059009831,0.02,0.12
94,4389,33604,195500,1276,08035013904,0.05,0.11
95,4775,47489,283700,1244,08035013907,0.03,0.08
96,4281,50463,329300,1638,08035014112,0.07,0.02
97,4246,50119,444000,1373,08035014115,0.04,0.07
98,5628,42317,813000,1378,08035014116,0.04,0.08
99,7510,45033,391500,1367,08035013901,0.01,0.04
100,6699,41657,477100,1555,08035013909,0.03,0.03
101,5380,38498,334500,1126,08035014503,0.03,0.03
102,3146,34266,708700,1198,08035014123,0.06,0.12
103,1956,44697,482400,1236,08035014202,0.03,0.08
104,722,32609,281300,911,08035014300,0.06,0.04
105,7052,51137,391200,-666666666,08035013908,0.04,0.02
106,7417,68185,696900,1485,08035014122,0.05,0.02
107,6933,44940,217100,1677,08035014001,0.03,0.02
108,3880,52314,357300,1618,08035014107,0.03,0.04
109,3467,41390,267900,1455,08035014114,0.04,0.06
110,4606,30851,242200,1007,08035014504,0.06,0.18
111,5639,42348,380600,1185,08035014110,0.06,0.1
112,2810,56610,423400,1599,08035014109,0.05,0.04
113,7155,34011,310400,1183,08037000200,0.02,0.08
114,3535,31347,279700,856,08005006603,0.06,0.12
115,4076,39412,394500,2167,08005006711,0.08,0.02
116,5945,54418,648700,1855,08005006808,0.03,0.01
117,3869,29568,214500,1146,08005005553,0.06,0.14
118,4226,45825,369900,1757,08005005623,0.02,0.04
119,3253,42073,298000,-666666666,08005005631,0.05,0.02
120,3305,24327,133700,1102,08005005551,0.09,0.24
121,2516,22958,92500,864,08005005552,0.11,0.28
122,3086,39263,275300,1069,08005005625,0.05,0.12
123,5414,38389,338900,1564,08005005630,0.03,0.03
124,2134,27361,-666666666,1220,08005006501,0.02,0.18
125,3559,30525,244200,1087,08005006502,0.04,0.13
126,5592,24602,212900,878,08005006601,0.09,0.13
127,5501,59884,378000,1602,08005006709,0.06,0.02
128,3963,18706,165000,863,08005007201,0.13,0.29
129,3473,32163,394800,1242,08005005952,0.09,0.13
130,3638,20568,121100,1003,08005007600,0.12,0.29
131,5043,40605,290000,1008,08005007105,0.08,0.08
132,5495,47563,340200,1906,08005007106,0.02,0.05
133,5432,20119,138300,761,08005007302,0.08,0.28
134,3345,25733,247400,809,08005006400,0.02,0.19
135,2010,82396,1593800,1844,08005006705,0.05,0.02
136,3351,43870,319700,1677,08005005614,0.04,0.03
137,2345,51292,731900,1406,08005005622,0.05,0.03
138,3297,48286,343500,2031,08005005632,0.08,0.04
139,3482,29042,191800,1136,08005005700,0.07,0.25
140,4349,29477,302400,819,08005006604,0.08,0.15
141,4636,42255,463100,1300,08005006815,0.05,0.07
142,848,58958,370700,-666666666,08123002011,0.02,0.0
143,1201,48015,331900,-666666666,08123002012,0.05,0.0
144,3047,48922,263800,1552,08123002013,0.04,0.02
145,1483,30605,153800,1370,08123002014,0.07,0.09
146,1207,47596,247800,1553,08123002015,0.03,0.01
147,3366,31933,208100,1156,08123002016,0.03,0.05
148,554,51944,469700,-666666666,08123002017,0.08,0.08
149,2053,41207,234700,1795,08059012046,0.05,0.08
150,1910,47066,265300,1734,08059009829,0.03,0.04
151,2419,49792,333600,-666666666,08059009839,0.03,0.02
152,3096,48081,466200,1442,08059009847,0.07,0.05
153,5000,29107,226800,1150,08059010213,0.06,0.13
154,2433,29477,279400,1464,08059009841,0.05,0.06
155,6351,40363,330300,1332,08059009827,0.03,0.08
156,3243,64444,586400,-666666666,08059009837,0.03,0.01
157,3862,46250,462000,1648,08059009806,0.05,0.04
158,5161,47270,350300,1693,08059009815,0.03,0.05
159,4116,42794,391900,1420,08059009836,0.03,0.03
160,7806,48399,446300,1351,08059009843,0.02,0.05
161,4032,68480,627100,1776,08059009845,0.04,0.04
162,4430,55944,522900,1781,08059009846,0.03,0.03
163,3420,42006,303700,1133,08059010210,0.03,0.1
164,2557,40833,613100,-666666666,08059009848,0.1,0.06
165,4675,36948,225000,1318,08059010100,0.01,0.14
166,4239,31476,231200,999,08059010212,0.06,0.09
167,2757,37233,237500,1545,08059010304,0.04,0.03
168,5082,27085,241300,949,08059010307,0.09,0.13
169,4607,29912,289200,1171,08059010901,0.1,0.11
170,3061,28363,256500,1015,08059011300,0.16,0.15
171,4711,26331,234900,917,08059011602,0.04,0.25
172,2340,24181,176800,852,08005007301,0.06,0.2
173,3503,22006,170400,836,08005080000,0.14,0.18
174,5607,30960,242500,1139,08005080300,0.05,0.06
175,4931,34337,211400,1167,08005080400,0.04,0.07
176,3692,36936,214500,1129,08005080500,0.07,0.08
177,4601,21803,165400,808,08005080100,0.14,0.16
178,5550,31722,255900,1359,08005080200,0.06,0.06
179,3112,33230,151600,1047,08005080600,0.03,0.12
180,5595,25767,184900,1088,08005080700,0.09,0.1
181,3544,28168,160500,1053,08005080800,0.07,0.23
182,4753,26455,200900,1378,08005080900,0.06,0.18
183,5995,22275,155200,1098,08005081000,0.11,0.35
184,6042,21900,166200,1000,08005081100,0.12,0.18
185,4388,31406,145800,970,08005081200,0.09,0.18
186,3153,25273,193200,977,08005081300,0.09,0.24
187,4064,32042,216600,1788,08005081400,0.11,0.08
188,3090,26513,165500,1034,08005081500,0.0,0.09
189,5183,29775,195700,1495,08005081600,0.1,0.06
190,2979,57273,381200,2179,08005081700,0.04,0.02
191,5542,23859,121900,1043,08005081800,0.09,0.24
192,6622,22927,190100,757,08005081900,0.1,0.27
193,4198,26323,100000,1070,08005082000,0.07,0.26
194,7199,25908,211800,1048,08005082100,0.08,0.19
195,5890,24519,156400,1044,08005082200,0.06,0.06
196,3575,31685,160100,1126,08005082300,0.1,0.22
197,4311,26520,189800,956,08005082400,0.08,0.15
198,2352,31480,205200,1464,08005082500,0.06,0.07
199,5309,37314,120100,1130,08005082600,0.06,0.15
200,3502,33770,204200,1606,08005082700,0.08,0.03
201,4978,30677,165900,1227,08005082800,0.1,0.09
202,4638,36315,189300,1356,08005082900,0.05,0.08
203,3501,43472,319500,1640,08005083000,0.02,0.05
204,6217,38909,248700,1332,08005083100,0.03,0.05
205,9168,50838,272700,1447,08005083200,0.06,0.02
206,4486,37400,206200,1546,08005083300,0.04,0.07
207,7246,31864,218200,1531,08005083400,0.03,0.07
208,5873,31353,237300,1055,08005083500,0.08,0.18
209,3650,31892,187500,1115,08005083600,0.05,0.12
210,4506,36039,334100,1200,08005083700,0.06,0.06
211,3209,35128,166800,1144,08005083800,0.11,0.06
212,2981,38967,169800,1275,08005083900,0.06,0.1
213,2517,34071,218800,1640,08005084000,0.08,0.05
214,4351,32375,217700,1221,08005084100,0.11,0.1
215,3816,33594,179300,1230,08005084200,0.05,0.05
216,3532,30110,223800,1505,08005084300,0.08,0.09
217,3063,34284,200900,1473,08005084400,0.07,0.15
218,1460,44483,319700,1475,08123002018,0.04,0.06
219,4718,43364,271600,1243,08123002019,0.09,0.06
220,5288,47000,287500,1457,08123002020,0.05,0.03
221,548,42344,417200,-666666666,08123002021,0.03,0.05
222,7774,34709,201400,1250,08123002101,0.03,0.08
223,13235,37403,258700,1504,08123002102,0.04,0.02
224,9058,38652,363800,1132,08123002103,0.05,0.04
225,1577,42969,379900,587,08123002203,0.01,0.01
226,2072,40833,337700,1526,08123002204,0.04,0.08
227,5115,26270,173700,887,08123001700,0.12,0.18
228,3437,12146,111800,794,08123000800,0.08,0.48
229,2852,26474,173700,1399,08123001202,0.01,0.1
230,3014,24350,140300,1064,08123001404,0.09,0.19
231,7400,29371,199800,1235,08123001902,0.03,0.16
232,4788,30628,208300,844,08123001600,0.06,0.09
233,2254,4191,-666666666,-666666666,08123000300,0.16,0.0
234,3100,29375,215900,741,08123000401,0.08,0.15
235,7047,33323,256500,906,08123001500,0.01,0.07
236,5017,31167,226000,858,08123002300,0.08,0.13
237,6459,22146,157000,1047,08031000903,0.09,0.31
238,2664,26354,277200,796,08031001101,0.05,0.22
239,5115,26138,187800,957,08031001301,0.06,0.21
240,4078,22316,160700,1128,08031001302,0.03,0.16
241,4707,19630,178700,983,08031001402,0.04,0.24
242,3983,42389,282800,1312,08031001702,0.05,0.18
243,3387,25307,236900,1215,08031001800,0.07,0.27
244,5871,30000,362600,889,08031002100,0.04,0.2
245,5241,31478,206500,856,08031002703,0.05,0.18
246,2705,44733,378400,1143,08031002801,0.05,0.09
247,3132,40252,346400,914,08031002601,0.08,0.26
248,4151,24628,170300,935,08123002004,0.04,0.09
249,3460,35771,328000,649,08077001600,0.06,0.07
250,8031,24161,169500,794,08077001101,0.06,0.14
251,3582,30988,247200,1073,08077001403,0.05,0.06
252,12789,26572,202400,1086,08077001501,0.09,0.18
253,4642,25683,238800,811,08077001702,0.06,0.1
254,5021,35363,298400,1041,08077001900,0.05,0.07
255,4091,21909,144600,725,08077000700,0.17,0.28
256,9064,23046,150000,811,08077001301,0.08,0.29
257,4664,31460,216500,1132,08077001302,0.07,0.09
258,3980,21932,179900,873,08077000601,0.08,0.27
259,7465,31611,351000,1075,08077001502,0.09,0.07
260,4300,24287,180500,1073,08077001703,0.05,0.13
261,1474,22182,180800,651,08077000300,0.04,0.24
262,4715,25195,102400,627,08099000300,0.07,0.18
263,1286,27128,122500,652,08099000100,0.05,0.08
264,3022,31965,223400,1162,08005084500,0.02,0.1
265,5473,32360,194100,1178,08005084600,0.07,0.05
266,4661,37312,214700,1652,08005084700,0.07,0.07
267,3730,35940,245400,1207,08005084800,0.05,0.1
268,3412,54942,431300,2286,08005084900,0.07,0.0
269,1720,51270,605700,1426,08005085000,0.05,0.02
270,6948,51145,434800,2134,08005085100,0.06,0.02
271,2889,51806,419500,2194,08005085200,0.02,0.03
272,2450,46356,474400,1526,08005085300,0.05,0.02
273,4389,42190,285500,1704,08005085400,0.05,0.05
274,5352,41140,318500,1707,08005085500,0.04,0.03
275,3283,51601,357400,-666666666,08005085600,0.02,0.01
276,4434,32762,166100,1315,08005085700,0.08,0.04
277,1793,36286,248000,1439,08005085800,0.04,0.02
278,6385,31752,216800,1174,08031012014,0.04,0.08
279,3246,47037,396300,1084,08031002901,0.05,0.1
280,5712,51508,456800,1144,08031003001,0.03,0.06
281,3291,16780,368900,1273,08031003003,0.08,0.1
282,3093,41415,431600,942,08031003703,0.03,0.11
283,4536,28231,174100,1214,08031004403,0.09,0.25
284,3545,23982,293800,921,08031005104,0.06,0.22
285,3468,33873,308000,1310,08031005200,0.05,0.12
286,3864,43250,184600,1321,08031006812,0.05,0.07
287,6365,20638,199700,893,08031008306,0.1,0.28
288,2383,30985,261400,1144,08031011903,0.05,0.11
289,5465,41557,384700,1043,08031000301,0.06,0.06
290,4047,20523,173900,902,08031001000,0.05,0.26
291,3161,34021,193100,1185,08031001403,0.04,0.21
292,4170,19442,157100,884,08031001500,0.1,0.33
293,5264,59344,509100,1648,08031001701,0.06,0.18
294,4330,55294,529100,1522,08031002902,0.01,0.04
295,4438,21128,204400,947,08031004101,0.13,0.27
296,5604,24907,161000,1156,08031004601,0.05,0.14
297,5583,40076,222700,1138,08031006810,0.04,0.02
298,6190,33476,329400,984,08031006811,0.07,0.1
299,1934,54444,432600,1455,08031000501,0.03,0.08
300,3707,45833,398900,1596,08031001102,0.06,0.12
301,10830,40851,327700,1538,08031001600,0.04,0.17
302,5988,35829,348400,986,08031002300,0.03,0.19
303,3122,61378,899600,1709,08031003203,0.02,0.03
304,4549,25544,238700,853,08031003601,0.06,0.26
305,3394,39636,360200,929,08031003701,0.05,0.14
306,4840,35856,427800,852,08031003702,0.05,0.16
307,5885,51843,381700,1329,08031004304,0.01,0.08
308,3039,30822,279000,1268,08031005001,0.04,0.18
309,4875,31607,258600,960,08031005503,0.06,0.09
310,2573,15640,43500,690,08099000200,0.24,0.28
311,1490,20163,104100,548,08099000600,0.05,0.18
312,856,28798,275400,696,08053973100,0.05,0.11
313,5217,28483,153100,849,08041005000,0.06,0.12
314,3307,41208,370400,1308,08059012059,0.04,0.04
315,3015,36732,229400,1347,08059012060,0.06,0.09
316,3744,34968,269900,1125,08059015800,0.07,0.11
317,3548,32870,366000,1140,08059015900,0.03,0.09
318,833,45625,289700,1635,08123002005,0.06,0.0
319,309,44583,354700,-666666666,08123002006,0.03,0.04
320,6253,45365,390700,1275,08123002007,0.03,0.04
321,5200,52131,377800,1364,08123002008,0.03,0.04
322,1313,36414,408500,955,08123002009,0.07,0.07
323,2440,22546,170400,1338,08123002010,0.08,0.18
324,5046,38871,352500,1304,08005005635,0.08,0.06
325,1880,75167,1289800,-666666666,08005005636,0.04,0.02
326,1482,68542,960300,2570,08005006712,0.05,0.02
327,1421,42260,-666666666,1356,08005006713,0.02,0.05
328,4921,42552,293900,1498,08005006858,0.03,0.11
329,5569,47875,489400,1746,08005006855,0.03,0.07
330,8267,42397,223900,1390,08005006856,0.06,0.06
331,2250,56193,769700,1006,08005006857,0.01,0.0
332,1619,39571,370900,1875,08005007103,0.03,0.03
333,7719,49267,441300,1179,08005007107,0.03,0.04
334,2684,47633,342100,1784,08005015100,0.06,0.06
335,5608,36150,295700,1788,08005007104,0.05,0.03
336,1313,26534,250300,1063,08007940400,0.11,0.07
337,3329,25386,320900,840,08007974300,0.1,0.13
338,5406,25501,219100,954,08007974200,0.06,0.1
339,3386,25457,145100,1148,08123000900,0.11,0.17
340,4873,29387,261000,786,08123002501,0.04,0.14
341,3841,7308,-666666666,780,08123000200,0.14,0.35
342,2018,16822,91600,634,08123000600,0.1,0.07
343,4523,50596,274600,1730,08059060300,0.05,0.01
344,3642,33382,247100,1724,08059060400,0.09,0.06
345,5462,55960,444800,1236,08059060500,0.02,0.04
346,1301,-666666666,-666666666,-666666666,08059980400,,0.0
347,1465,21192,82700,589,08061960100,0.04,0.11
348,5799,22202,127800,803,08063962100,0.05,0.12
349,1401,21909,131300,675,08063962200,0.04,0.17
350,974,22563,113000,559,08063962300,0.06,0.13
351,0,-666666666,-666666666,-666666666,08059980000,,
352,2316,26581,189600,906,08065961900,0.11,0.16
353,5547,33212,305500,1097,08067940400,0.04,0.08
354,5635,31834,410100,914,08067970703,0.07,0.14
355,3740,31511,354700,809,08067970704,0.06,0.09
356,3073,16289,357200,1296,08069000201,0.03,0.35
357,1965,24203,230600,1056,08069000401,0.03,0.16
358,2766,20279,305400,903,08069000402,0.08,0.28
359,2615,33354,347700,943,08069000202,0.09,0.22
360,5635,12367,225400,960,08069000503,0.07,0.48
361,3395,13870,230800,1221,08069000504,0.08,0.4
362,4476,30199,310100,994,08031006814,0.02,0.13
363,4771,25482,-666666666,984,08031007006,0.09,0.15
364,4557,20308,448300,1691,08013012507,0.07,0.31
365,3460,27856,203100,988,08013013308,0.05,0.15
366,3796,19739,223700,829,08013013401,0.1,0.37
367,7388,30694,283600,1216,08013013402,0.08,0.11
368,4645,49375,894400,1548,08013012101,0.06,0.09
369,3358,56950,713100,1093,08013012710,0.04,0.09
370,1463,43676,747100,1330,08013013202,0.05,0.11
371,5112,25455,222100,970,08013013210,0.06,0.11
372,3594,23927,237000,827,08013013307,0.07,0.18
373,5124,23866,219400,974,08013013306,0.09,0.15
374,3316,35166,284200,1518,08013012907,0.05,0.09
375,1575,35769,399200,1354,08013013201,0.04,0.12
376,6257,35536,423200,1417,08013013211,0.05,0.2
377,5811,24538,191700,942,08013013503,0.08,0.23
378,3420,38926,444300,1107,08013013005,0.02,0.08
379,4123,39147,529100,1282,08013013601,0.07,0.08
380,866,37596,337700,887,08013013602,0.11,0.03
381,2424,42065,778100,-666666666,08013012104,0.04,0.1
382,5604,41005,416000,1500,08013012105,0.02,0.1
383,3405,39392,585900,1362,08013012603,0.05,0.11
384,5755,47951,644700,1608,08013012701,0.01,0.03
385,2489,22619,559200,1071,08013012707,0.06,0.1
386,1835,42415,406900,1900,08013012709,0.04,0.04
387,3697,51512,477000,2024,08013013004,0.04,0.04
388,6126,40502,388400,1243,08013013702,0.03,0.11
389,5137,27345,217600,1215,08013013305,0.06,0.15
390,5358,46196,506200,1605,08013012708,0.07,0.06
391,1739,15417,297700,1233,08013012605,0.03,0.39
392,5744,39234,256000,1371,08059011702,0.02,0.05
393,3336,33444,242700,897,08059011709,0.09,0.03
394,3595,29591,208400,1006,08059011723,0.04,0.12
395,1700,44679,302000,1510,08059011725,0.05,0.03
396,3367,32330,163800,974,08059011730,0.03,0.17
397,3285,36766,307700,958,08059011951,0.03,0.14
398,3556,36910,417000,1193,08059012026,0.08,0.09
399,3618,63487,767300,-666666666,08059012034,0.03,0.01
400,4131,26782,191900,1167,08069002008,0.06,0.09
401,3228,30717,307200,1238,08069001004,0.02,0.1
402,2396,19024,245500,1010,08069001305,0.07,0.4
403,2384,22103,-666666666,1065,08069001306,0.1,0.23
404,1707,27240,198300,1047,08069001601,0.08,0.18
405,5830,33069,237200,1241,08069001807,0.06,0.05
406,2734,22231,117200,818,08041005202,0.06,0.29
407,4676,21553,171400,761,08041005502,0.09,0.22
408,5345,31497,191300,1253,08041005601,0.06,0.06
409,6262,24594,122800,897,08041002800,0.12,0.16
410,4778,24306,196100,882,08041003000,0.06,0.18
411,5673,32460,366900,1049,08041003705,0.06,0.07
412,4164,39470,292600,866,08041003707,0.05,0.07
413,2717,32074,-666666666,1579,08041004008,0.19,0.09
414,1867,24407,133300,840,08041004009,0.15,0.23
415,1816,21121,121700,670,08073961800,0.03,0.14
416,1412,29167,156000,653,08075965900,0.06,0.09
